word,zipf,in_top50k,levels_used
strawberry,3.72,1,12 37 108 134
stream,4.62,1,69
street,5.28,1,116
strength,4.8,1,88
stress,4.73,1,184
stretch,4.35,1,60 135 157 165
stretcher,3.23,1,163
stride,3.43,1,167
strike,4.66,1,100 142 159
strings,4.04,1,29 72 177
stripes,3.76,1,131
stroke,4.27,1,160
stroller,3.08,1,9 18 39 126 140 141 187
strudel,2.32,0,154
stub,3.08,1,19 138
stubble,2.87,1,149
student,5.02,1,133
student loan,4.68,1,186
studio,4.66,1,110
studios,4.1,1,33
stuffing,3.47,1,180
stunt,3.86,1,78
sty,2.47,0,136
stylus,3.02,1,154
styx,2.6,1,126
subject,4.96,1,70 127 163 172
subjects,4.38,1,57
submarine,3.81,1,54 56 66 91 147
subtraction,2.91,1,64 110
subway,4.05,1,40 59
succulent,3.0,1,105
suction,3.36,1,111
sudoku,2.64,1,24 26
suds,2.56,1,132
suede,3.25,1,155
sugar,4.68,1,102 174
suitcase,3.55,1,148
suite,4.18,1,186 197
suits,4.25,1,14
sultan,3.64,1,85 104
sumer,2.42,0,135 140 183
summer,5.23,1,46 76 125
summit,4.3,1,45 100
sun,4.97,1,4 15 57 122 168 173
sun tzu,3.02,1,164
sunbathing,2.78,1,140
sundae,2.76,1,150
sunday,4.92,1,1 95 130
sundew,1.61,0,91
sundial,2.46,0,96 115 167 171 176
sundog,1.33,0,172
sunflower,3.36,1,21 27 134 171
sunglasses,3.72,1,87
sunlight,3.86,1,146
sunny,4.07,1,11
sunscreen,3.29,1,122 132 156
sunset,4.04,1,37
super bowl,4.63,1,34
superior,4.46,1,144
superman,4.02,1,135 170 175
supernova,3.13,1,40 95
superpowers,3.14,1,136
supervisor,3.95,1,67
suplex,2.52,0,174
supper,3.74,1,59
supply,4.81,1,105
support,5.53,1,81 157 195
supreme,4.69,1,32
surfing,3.72,1,73 78 100 140 165 188
surge,3.82,1,33
surgeon,4.13,1,16 29
surgery,4.63,1,94
surprise,4.75,1,133
survivors,4.1,1,26
sushi,3.68,1,48 120 132
suspension,4.24,1,149 170
suv,3.61,1,37 48
svg,2.66,1,153
swag,3.19,1,184
swamp,3.84,1,123 172
swan,3.84,1,8
swan lake,3.84,1,72
swarm,3.44,1,26 41 124 128 159
sweden,4.4,1,146
sweet,4.91,1,9 77 188
sweet corn,4.19,1,43
sweetie,3.57,1,137 159
swell,3.64,1,151
swift,4.15,1,162
swim,4.21,1,124
swimcap,0.0,0,147
swimming,4.43,1,11 42 68 73 140
swimsuit,3.28,1,11
swindle,2.67,1,193
swings,3.66,1,125
sword,4.37,1,10 29 33 47 93 105 130 143 178
sydney,4.53,1,64 134
sydney harbour,3.98,1,185
symbol,4.31,1,109 193
synagogue,3.45,1,53 156 182
syntax,3.53,1,68 78 127
syrup,3.76,1,102 173 177
t-34,4.81,0,145
t-rex,3.88,0,45 176
t-shirt,4.57,0,39 131
tab,3.96,1,150 157
tabby,2.79,1,179
table,5.05,1,2 4 12 24 27 58 84 87 112 116 133
tablet,4.05,1,29 90 98 142 154 177
tablets,3.91,1,47
tabouleh,1.07,0,148
tack,3.37,1,151 176
tackle,4.15,1,163
taco,3.69,1,45
tacoma,3.28,1,87
tacos,3.43,1,85 157
taekwondo,2.84,1,63 132 164
taffy,2.71,1,27 128
tahoe,3.2,1,58
tail,4.34,1,9 28 52 70 120 144
taipan,1.91,0,101
taj mahal,3.2,1,78
take,5.92,1,122
takedown,3.03,1,174
talk,5.42,1,159
tamper,2.89,1,184
tan,4.01,1,163
tango,3.58,1,9 54 163
tangram,1.52,0,102
tangy,2.64,1,52
tank,4.57,1,56 66 122
tanning,3.31,1,79
tanzanite,1.89,0,128
tap,4.28,1,160
tapeworm,2.52,0,155
tarantino,3.04,1,166
tarantula,2.72,1,41 101
target,4.82,1,13 33 79 100
tarot,3.12,1,110
tarp,2.98,1,175
tart,3.37,1,130 158 178
tartar,2.88,1,85
tarzan,3.17,1,107
task,4.65,1,55
tasks,4.23,1,62 183
taste,4.73,1,4 46 195
tattoo,4.14,1,88
taupe,2.54,0,152
taurus,3.25,1,16 21 150
taxes,4.65,1,173
taxi,4.19,1,59
taylor,4.65,1,148
taylor swift,4.15,1,180
tea,4.73,1,5 6 22 61 88 90 119 131 132 183
teacher,4.88,1,4 178 186
teal,3.25,1,66 152
team,5.67,1,62 88 122
team sports,4.94,1,164
tease,3.59,1,176
teddy bear,3.88,1,145
tedious,3.5,1,186
tee,3.82,1,13
teen,4.33,1,9 39 126
teeth,4.58,1,47 179 191
telegraph,4.0,1,188
telephone,4.41,1,120
telescope,3.75,1,20 75 93
teller,3.49,1,185
telomere,2.38,0,196
temper,3.81,1,35
temperate,3.33,1,100 174 177
temperature,4.64,1,7 106 139
temple,4.45,1,45 53 143 156 182
tempo,3.74,1,89 146
tennis,4.35,1,11 34 122 149 177
tennis bag,4.35,1,177
tenor,3.4,1,40 65 187
tension,4.22,1,181
tent,4.05,1,57 134
terminal,4.31,1,39
terrain,3.94,1,130
terrier,3.24,1,105
territory,4.6,1,95
tesla,3.77,1,61 108 135
tetra,2.72,1,190
texas,4.89,1,12
text,5.01,1,150
textile,3.75,1,57 194
textiles,3.49,1,155
thailand,4.22,1,42
thames,3.73,1,115
thanksgiving,4.04,1,72 83 95
thanksgiving day,4.04,1,187
the matrix,4.07,1,72
the scream,4.14,1,179
theater,4.35,1,23 40 54 70 72 130
theocracy,2.59,1,199
therapy,4.52,1,94
thermodynamics,3.1,1,110
thermometer,3.22,1,98 135
thermos,2.65,1,84 147
thermostat,3.1,1,163
thimble,2.53,0,169 172
thistle,3.24,1,199
thor,3.69,1,41 52 99 153 165
thorium,2.79,1,86
thorn,3.48,1,82 95 105
thoroughbred,2.98,1,151
thought,5.59,1,19
thoughts,4.75,1,60 63 100
thread,4.44,1,48 107 169 172
three,5.78,1,4 20 71 85
thrill,3.72,1,36
thriller,3.91,1,19 129
throne,4.11,1,57
throng,2.8,1,159
throttle,3.47,1,196
throw,4.83,1,13
thumb,4.01,1,138 161
thumbs up,3.69,1,55 82
thunder,4.14,1,27 117 128 187
thunderstorm,3.25,1,199
thursday,4.62,1,161
thyme,3.07,1,76 80
tick,3.8,1,155
ticket,4.61,1,19 38 62 69 122 124 130 138 148 159 178
ticket booth,4.1,1,142
tide,4.05,1,54
tie,4.51,1,3 39 189
tiger,4.3,1,13 34 78 121 127 131 145 198
tightrope,2.72,1,40 147
tiktok,2.46,0,34
tilapia,2.64,1,30
tile,3.72,1,17 139
tiller,2.95,1,136
time,6.29,1,7 44 52 106 176 199
timer,3.68,1,115 127 133 176
times,5.56,1,179 180
times square,4.84,1,106 199
tiny,4.62,1,182
tip,4.55,1,140
tips,4.58,1,173
tire,4.02,1,60 151 161 173 180
titanic,3.59,1,72 158 192
titanium,3.55,1,18
tnt,3.31,1,178
toad,3.34,1,51 121
toast,3.96,1,59 73 113 159
toaster,3.33,1,131 161 197
toffee,2.89,1,128
token,3.82,1,38 153
tokens,3.53,1,159
tokyo,4.27,1,12 92 120 132 134 143 147
tolls,3.3,1,173
tolstoy,3.0,1,124 155 181
tom hanks,3.22,1,162
tomato,3.85,1,21 96 169
tomato sauce,3.85,1,28
tomb,3.89,1,6 166
tombstone,3.15,1,134
tone,4.49,1,68 171
toner,3.07,1,9 122
tongs,2.8,1,121 133
tongue,4.37,1,179
toolbox,2.99,1,161
tools,4.59,1,22 48 84
tooth,4.08,1,121
tooth loss,4.08,1,85
top,5.57,1,149 172
topic,4.49,1,133
topographic,3.02,1,100 178
topping,3.56,1,48
toppings,3.01,1,195
torch,3.74,1,38 81
torn,4.08,1,155
tornado,3.82,1,8 27 119 120
toronto,4.49,1,64 134
torpedo,3.44,1,54 147
torso,3.41,1,168
totality,2.98,1,166
tote,3.27,1,198
touch,4.91,1,4 46 154
touche,2.68,1,169
towel,3.94,1,112 132 156
tower,4.5,1,57 133 153 171 193 195
tower bridge,4.5,1,185
town,5.24,1,92
toy story,4.3,1,70 165
toyota,3.95,1,61 108
toys,4.25,1,98
track,5.02,1,36 55 62 179
tracks,4.45,1,54 57 69
tractor,3.78,1,89 187
trade,5.12,1,42 155
trademark,3.89,1,109
trafalgar square,3.02,1,199
traffic,4.85,1,2 116
tragedy,4.14,1,112 135 140
trail,4.45,1,45
train,4.96,1,54 57 62 69 103 120
trainer,4.08,1,20
tram,3.46,1,59
translational,3.0,1,179
transmission,4.33,1,25 43
trap,4.33,1,74
trapeze,2.69,1,40
trapezoid,2.27,0,186
tread,3.52,1,127
treadmill,3.35,1,20 53
treads,2.86,1,56
treasure,4.17,1,105 134 144 178
treatment,5.01,1,94
treble,3.33,1,179
tree,4.85,1,9 12 73 116 151
trees,4.69,1,177
tremor,3.05,1,33 47
trench,3.7,1,77 128 179
tri-state,3.71,0,120
trial,4.87,1,55 69
triangle,3.93,1,2
triassic,2.79,1,98
tribe,4.12,1,124
triceps,2.61,1,139
triceratops,2.38,0,45 176
trick,4.48,1,193
trigger,4.25,1,168
trilogy,3.86,1,198
trim,3.89,1,123
trio,3.94,1,172
trip,4.9,1,138
tripod,3.18,1,87 107 191
trireme,1.67,0,120
trolling,3.44,1,185
trophy,4.17,1,34 176
tropical,4.18,1,100 177
trot,3.21,1,126 167
trough,3.43,1,151
trout,3.78,1,57 69 151 167
trowel,2.45,0,27 126
troy,3.95,1,45 99
truck,4.64,1,1 87 103 108
truffle,3.06,1,37 115
trumpet,3.58,1,161 173
trunk,4.03,1,9 28 67 70
trunks,3.43,1,147
tsunami,3.52,1,33 120
tuesday,4.63,1,1 161
tugela,1.54,0,114
tulip,3.18,1,5 16 58 129 134 149
tumbler,2.85,1,185 191
tuna,3.64,1,30 43 57 79 196
tundra,3.08,1,71 165 182
tuner,2.91,1,159
tunisia,3.57,1,49
tunnel,4.24,1,54 57 160 170 175 182
turbine,3.63,1,59 78 119 149
turbo,3.74,1,11
turf,3.76,1,152
turk,3.3,1,104
turkey,4.56,1,180 194
turmeric,2.87,1,174
turnip,2.84,1,77 126
turntable,2.96,1,170
turquoise,3.33,1,66
turret,3.42,1,56
turtle,3.91,1,6 23 32 79 113 195
tuscany,3.15,1,183
tusks,2.8,1,28
tussle,2.63,1,143
tutu,3.02,1,72
tuxedo,3.11,1,39
tv,5.2,1,98
twain,3.39,1,26 155 194
tweezers,2.77,1,187
twenty-three,4.62,0,185
twilight,3.82,1,92
twill,2.66,1,130
twine,2.93,1,126
twins,4.15,1,51
twist,4.22,1,175
twister,3.05,1,27
twitter,4.83,1,34
twix,2.21,0,95
two,6.1,1,71 182 185
two wheel,4.5,1,108
tzatziki,1.92,0,148 187
udon,2.47,0,143
uffizi,2.17,0,165
ufo,3.48,1,83
umami,2.38,0,9
umber,2.39,0,162
umbrella,3.89,1,132 156 175 198
unagi,1.81,0,175
uncle,4.45,1,60
undead,3.27,1,26 92
under,5.73,1,152
undercover,3.77,1,125
underground,4.32,1,129
underpass,2.56,1,175
undershirt,2.28,0,143
underwater,3.92,1,84
unicorn,3.54,1,22 134
uniform,4.33,1,39 69
union,5.08,1,99
universe,4.59,1,155
university,5.39,1,178
unkempt,2.64,1,193
uno,3.28,1,157
unreliable,3.53,1,187
up,6.39,1,157
uppercut,2.63,1,140
uranium,3.85,1,51 59 86
uranus,3.01,1,13
ursa,2.62,1,146
ursa major,2.62,1,70
usa,4.79,1,64 85
usb,3.98,1,117
username,3.76,1,165
usually,5.15,1,65
utensils,3.2,1,27 94
uv,3.63,1,139
vaccine,4.0,1,16 29
vacuum,4.09,1,87 185
valentine,3.77,1,195
valhalla,2.96,1,52 119
valley,4.72,1,59 82 105 154 160 184
valve,4.13,1,152 157
vampire,4.03,1,19 52 92 117 142 169
van gogh,3.24,1,193
vane,3.0,1,169
vanilla,3.84,1,12 108 134 150
vanish,3.39,1,135 173
vapor,3.56,1,17 61
vase,3.54,1,139
vassal,2.92,1,193
vault,3.9,1,18 44 125 185
veal,3.08,1,184
vega,3.42,1,15 93
vegetables,4.15,1,11 14 37 105 127 189
veggie,3.26,1,157
veil,3.66,1,176
vein,3.77,1,111
velcro,2.92,1,84
velma,2.62,1,166
velociraptor,2.33,0,45 176
velvet,3.77,1,12 153
venice,3.93,1,65 91
venom,3.57,1,41 139 144 189
ventricles,2.41,0,157
venus,3.81,1,4 7 173
venus flytrap,2.05,0,91
verb,3.72,1,70 127 146 163
verbal,3.91,1,177
verdi,2.82,1,167
verdict,4.03,1,41 55
vermillion,2.57,1,141
versace,3.02,1,125
vest,3.73,1,186
victoria,4.44,1,58 67 114 147
victory,4.73,1,187
vietnam,4.31,1,132
viking,3.6,1,154 193
villa,4.2,1,31 65 124
village,4.82,1,92
villain,3.88,1,147
vinaigrette,2.62,1,156
vinegar,3.64,1,154
vines,3.57,1,182
vintage,4.18,1,43 109 149
violet,3.84,1,151
violin,3.74,1,11 164
vip,3.76,1,186
viper,3.31,1,65 79 113 135 171
virginia,4.62,1,85
virgo,3.07,1,16 21 63
virus,4.42,1,44 113 151 155 156 195
visa,4.13,1,148
vise,2.79,1,165
vision,4.63,1,46 114
visionary,3.42,1,61
visor,2.98,1,197
vitamin,4.01,1,112
vitamins,3.59,1,47
vocalist,3.4,1,198
vocals,3.91,1,12
voice,5.07,1,189
volcano,3.76,1,33 57 82 120 171
volleyball,3.85,1,59 73 122 140 164
volt,3.32,1,152
voltage,4.02,1,199
volume,4.76,1,192
vortex,3.47,1,27 81
voucher,3.47,1,38
vowels,3.21,1,68
vows,3.7,1,50 176
voyage,3.89,1,128
voyager,3.33,1,108 191
vulture,3.18,1,81
wacky,3.29,1,179
waddle,2.58,1,34 124
waffles,3.23,1,39
wagner,3.71,1,167
wagon,3.9,1,62
waiter,3.61,1,24 27 58 94 133 180
wake,4.76,1,157 184
waldorf,3.14,1,188
walk,5.08,1,60 126
walking,4.86,1,74
walking stick,4.76,1,126
wall,5.04,1,133 167 193
wall street,5.04,1,106
wallaby,2.64,1,33 132
wallet,4.15,1,171
walnut,3.56,1,5 23
walrus,2.98,1,111
waltz,3.38,1,9 54 96 163
wand,3.47,1,25 36 58 104
war,5.46,1,165 181
wardrobe,3.8,1,65 92 161
warhol,3.11,1,148
warlock,2.99,1,187
warm,4.71,1,7 139
warmth,3.8,1,66
warrior,4.16,1,187
warship,3.15,1,66
wasabi,2.77,1,48
washer,3.34,1,119 197
wasp,3.35,1,25 41 144 173
waste,4.81,1,192
watch,5.34,1,68 87 108 163
water,5.52,1,17 25 30 49 54 80 112 118 139 150 163 173
watercolor,3.23,1,67 150
watercress,2.49,0,188
waterfall,3.54,1,59 114 147
watering,3.57,1,16 27
watering can,3.57,1,116
waterloo,3.52,1,99 145
watermelon,3.35,1,79
wave,4.62,1,33 82 100 129 159
waves,4.37,1,54
wax,3.92,1,152
waxing,3.02,1,136
weak,4.66,1,174
weapon,4.54,1,143
weathered,3.15,1,149
weave,3.53,1,155
weaving,3.54,1,45 176
web,4.74,1,189
website,5.09,1,83
wedding,4.83,1,199
week,5.56,1,7 10 55 127
weeks,5.19,1,175
weight,5.02,1,7 199
weight room,5.02,1,185
weights,3.86,1,20
weighty,2.85,1,196
well,6.03,1,109 171
werewolf,3.33,1,92 142
west,5.29,1,1 24 121 139 197
western,5.01,1,9 117
wet,4.54,1,22
whale,3.98,1,12 19 51
wharf,3.48,1,39
what,6.38,1,160
wheat,4.01,1,11 80 89 146
wheel,4.5,1,65 77 111 120 140 142 143 176 180
wheelchair,3.86,1,140
wheels,4.25,1,25
wheeze,2.4,0,164
which,6.3,1,160
whirlpool,2.99,1,192
whisk,3.11,1,78 118 121
whiskers,2.99,1,5
whisper,3.74,1,168
whistle,3.88,1,69
white,5.51,1,31 34 78 107 141 144
whitetail,2.12,0,169
who,6.34,1,160
whole,5.46,1,166
whose,5.07,1,160
wi-fi,3.87,0,69
widow,4.08,1,101
width,4.02,1,44
wild,4.8,1,146
wild dog,4.8,1,56
wilde,3.43,1,26
wildlife,4.33,1,22 118
will,6.45,1,143
wilt,3.22,1,134
wily,2.8,1,180
wimbledon,3.61,1,34
wind,4.84,1,4 59 90 106 118 119 142 197 198
window,4.8,1,118 167
winds,4.22,1,199
windsurfing,2.48,0,188
windy,3.57,1,11 22
wine,4.74,1,28 91 156
wing,4.61,1,95
wings,4.44,1,9 22 51 52 70 120 134 166 181 190 198
wink,3.5,1,73 150 176
winter,4.89,1,46 76 125
wire,4.43,1,199
wisdom,4.3,1,100 162
wish,5.18,1,170
witch,4.11,1,19 65
withdraw,4.05,1,146
witness,4.52,1,41
wizard,3.93,1,36 129
wolf,4.35,1,47 56 75 78 133
wombat,2.58,1,184
wonder woman,4.93,1,170
wood,4.78,1,8 17 48 71 95 198
woodblock,2.2,0,174
wooden,4.33,1,21
woodwinds,2.25,0,177
woody,3.82,1,155
wool,3.91,1,28 48 107 154 181 186
word search,4.96,1,125
workbench,2.59,1,161
worker,4.43,1,122
workers,4.95,1,173
workout,4.02,1,53
workshop,4.15,1,84 137
world,5.89,1,171
world cup,5.11,1,34
world war,5.46,1,75
worm,3.77,1,129 184
worry,4.84,1,10 184
would,6.27,1,185
wrap,4.2,1,77
wrapping,3.58,1,133
wrath,3.7,1,144
wren,3.09,1,125
wrench,3.37,1,60 80 84 137 166
wrestling,4.14,1,164
wrinkle,3.12,1,150
wrist,4.01,1,68
wristwatch,2.7,1,15 167
writer,4.69,1,8 110 124
writing,5.07,1,110 198
wyoming,3.78,1,64
x-ray,4.57,0,139 199
xylitol,2.0,0,102
yacht,3.82,1,108 124
yak,3.12,1,9 97 142
yale,3.88,1,162
yarn,3.6,1,48 128 155
yawn,3.07,1,123 167 199
year,5.96,1,10 55 71 176
years,5.96,1,12 175
yeast,3.67,1,56 163
yellow,4.69,1,1 10
yellowstone,3.28,1,33
yen,3.73,1,18 67 125 194
yes,5.5,1,133
yeti,3.01,1,84
yggdrasil,2.31,0,119
yield,4.16,1,78 138 192
yo-yo,4.15,0,139 145 196
yoga,4.2,1,53 108 118
yogurt,3.63,1,5 23 51 108 170
yolk,3.04,1,34 78 107 136 141 154
yosemite,3.28,1,123
yucca,2.65,1,89
zany,2.67,1,179
zebra,3.4,1,10 28 78 116 127 131 144 171
zephyr,2.85,1,168
zeus,3.54,1,41 99 153 157
ziggurat,2.04,0,45
zigzag,2.82,1,179
zinc,3.65,1,11 17
zion,3.46,1,33 123
zipper,3.3,1,84 169
zodiac,3.41,1,63 110 139
zombie,3.94,1,19 92 117 169
zoo,4.14,1,22 66 164
zoom,3.83,1,53
zucchini,2.96,1,14 137 155
zumba,2.78,1,118
